Game,Min RTP %,Max RTP %
The Hand of Midas,94.51,96.54
Win-O-Mart,94.51,96.20
5 Lions Dance,94.50,94.50
Aztec Blaze,94.50,96.50
Barnyard Megahays Megaways,94.50,96.50
Big Bass Bonanza,94.50,96.71
Big Bass Bonanza – Reel Action,94.50,96.50
Big Bass Mission Fishin,94.50,96.50
Big Bass Vegas Double Down Deluxe,94.50,96.50
Book Of Tut Respin,94.50,96.50
Book of Fallen,94.50,96.50
Book of Vikings,94.50,96.50
Candy Corner,94.50,96.50
Cleocatra,94.50,96.20
Cowboys Gold,94.50,96.50
Congo Cash,94.50,96.51
Down the Rails,94.50,96.51
Egg Rush Jackpot Play,94.50,94.50
Curse of the Werewolf Megaways,94.50,96.50
Eye of Cleopatra,94.50,96.50
Fishin Reels,94.50,96.50
Gates of Olympus 1000,94.50,96.50
Gold Rush,94.50,96.50
Gorilla Mayhem,94.50,96.50
Heart of Cleopatra,94.50,94.50
Joker's Jewels Hot,94.50,96.50
Knight Hot Spotz,94.50,96.50
Medusa`s Stone,94.50,96.46
Mochimon,94.50,94.50
Mysterious Egypt,94.50,96.50
Piggy Bank Bills,94.50,94.50
Panda Fortune 2,94.50,94.50
Release the Kraken 2,94.50,96.50
Rock Vegas,94.50,96.64
Shield Of Sparta,94.50,94.50
Sugar Rush,94.50,96.50
Starlight Christmas,94.50,94.50
The Ultimate 5,94.50,96.50
Timber Stacks,94.50,96.50
Towering Fortunes,94.50,96.50
Zombie Carnival,94.50,96.50
Aztec Powernudge,94.49,97.57
Three Star Fortune,94.49,96.27
Beware The Deep Megaways,94.48,94.48
Mystery Mice,94.48,96.49
Pirate Gold Deluxe,94.48,96.48
Chests of Cai Shen,94.47,96.47
Rise of Giza PowerNudge,94.47,96.49
The Dog House - Muttley Crew,94.47,96.50
Forging Wilds,94.46,96.52
Fruit Party 2,94.46,96.53
Payday Express,94.46,94.46
Super X,94.46,96.51
Diamonds,94.45,94.45
Vampires vs Wolves,94.45,96.49
Wild Hop & Drop,94.44,94.44
Cash Elevator,94.43,94.43
Pinup Girls,94.43,96.44
Circle of Sylvan,94.41,96.38
Jasmine Dreams,94.40,96.48
Seven Seven,94.40,94.40
Hot Joker Fruits Hold and Win,94.39,96.12
Crystal Caverns Megaways,94.38,94.38
Coin Quest,94.36,96.12
Divine Dynasty Princess,94.36,94.36
Giga Match Sugar Skull,94.36,96.32
Mad Hit Wild Alice,94.36,96.27
Goblin Heist Powernudge,94.34,96.47
Fire Hot 20 Jackpot Play,94.33,94.33
Fire Hot 20,94.33,94.33
Fire Hot 5,94.32,94.32
Striking Hot 5 Jackpot Play,94.32,96.29
Striking Hot 5,94.32,94.32
Candy Stars,94.31,96.47
Drunken Sailors,94.30,96.14
Fire Hot 100,94.30,96.43
Go High Harvest,94.29,94.29
Jin Chan's Pond of Riches,94.27,94.27
The Crown Reloaded Xtra Lock,94.27,94.27
Prometheus Titan of Fire,94.26,94.26
Black Bull,94.24,96.51
Cloud Corsairs,94.24,96.34
Luke E.Chance and the Book of Luck,94.24,96.21
Fever Las Vegas,94.22,94.22
Crown of Fire Jackpot Play,94.21,96.36
Crown of Fire,94.21,94.21
Gold Pigger,94.20,96.10
Jokers Invasion,94.20,94.20
Gemhalla,94.14,97.17
Frozen Tropics,94.14,96.15
Gods of Glory,94.13,96.08
Raging Riches,94.11,96.08
Emberfall,94.10,96.10
Fish Eye,94.10,96.07
Wild Wild Bananas,94.10,96.10
Rocket Blast Megaways,94.09,96.01
Wisdom of Athena,94.09,94.09
Fire Archer,94.08,96.07
Fire Portals,94.08,96.06
Kingdom of the Dead,94.08,96.07
Muertos Multiplier Megaways,94.08,94.08
Power of Merlin Megaways,94.08,96.08
Snakes & Ladders - Snake Eyes,94.08,96.08
The Dog House - Dog or Alive,94.08,96.08
Big Bass - Secrets of the Golden Lake,94.07,96.07
Big Bass Bonanza - Keeping it Reel,94.07,94.07
Big Burger Load it up with Xtra Cheese,94.07,96.05
Bigger Bass Blizzard - Christmas Catch,94.07,96.08
Country Farming,94.07,96.07
Floating Dragon - Dragon Boat Festival,94.07,96.09
Heist for the Golden Nuggets,94.07,96.00
Pompeii Megareels Megaways,94.07,96.00
Rabbit Garden,94.07,96.05
Samurai Code,94.07,96.08
Sweet Powernudge,94.07,96.08
Big Bass Floats my Boat,94.06,96.07
Candy Monsta,94.06,94.06
Cyclops Smash,94.06,96.06
Hand of Midas 2,94.06,96.07
Juicy Fruits Multihold,94.06,96.04
Secret City Gold,94.06,96.06
Sticky Bees,94.06,96.06
The Knight King,94.06,96.05
The Dog House Multihold,94.06,96.06
Trees of Treasure,94.06,96.10
Tundra's Fortune,94.06,96.04
3 Buzzing Wilds,94.05,96.03
Big Bass Amazon Xtreme,94.05,94.05
Book of Golden Sands,94.05,96.46
Book of Tut Megaways,94.05,96.00
Bow of Artemis,94.05,94.05
Gold Oasis,94.05,96.06
Monster Superlanche,94.05,96.03
Super Hot Stacks,94.05,96.04
The Red Queen,94.05,96.06
Zeus vs Hades - Gods of War,94.05,96.07
1.21 Gigawatts,94.04,94.04
Aztec Treasure Hunt,94.04,96.03
Coins and Cannons,94.04,96.08
Fortunes of Aztec,94.04,96.42
Fruity Treats,94.04,96.05
Loki’s Riches,94.04,96.04
Nile Fortune,94.04,96.03
Pub Kings,94.04,96.08
Starlight Princess Pachi,94.04,96.04
Blade & Fangs,94.03,96.05
Candy Blitz,94.03,96.08
Ding Dong Christmas Bells,94.03,96.05
Gods of Giza,94.03,94.03
Good Luck and Good Fortune,94.03,96.05
Ice Lobster,94.03,94.03
Lobster Bob's Crazy Crab Shack,94.03,96.03
Sky Bounty,94.03,94.03
The Wild Gang,94.03,96.20
Yeti Quest,94.03,96.06
8 Golden Dragon Challenge,94.02,96.02
Cash Chips,94.02,94.02
Demon Pots,94.02,96.01
Infective Wild,94.02,94.02
Lamp Of Infinity,94.02,96.07
PIZZA! PIZZA? PIZZA!,94.02,96.04
Pirates Pub,94.02,96.03
Reel Banks,94.02,96.04
Ripe Rewards,94.02,96.07
Spellbinding Mystery,94.02,96.04
Sugar Supreme Powernudge,94.02,96.09
Wheel O’Gold,94.02,96.02
Elysium VIP,94.01,94.01
Fat Panda,94.01,96.07
Excalibur Unleashed,94.01,96.05
4 Fantastic Fish,94.00,96.00
4 Fantastic Lobsters,94.00,94.00
Ancient Tumble,94.00,96.10
Arriba Heat Salsa Wilds,94.00,94.00
Buffalo King Untamed Megaways,94.00,96.02
Chase For Glory,94.00,96.00
Crank it Up,94.00,96.03
Ebisu God of Fish,94.00,96.03
Elvis Frog In Vegas,94.00,96.00
Farming Frenzy,94.00,96.35
Feather Fury,94.00,96.10
Fire Stampede,94.00,96.00
Firebird Spirit,94.00,96.00
Four Lucky Diamonds,94.00,94.00
Gravity Bonanza,94.00,96.09
Grim the Splitter,94.00,94.00
Hercules Unleashed,94.00,94.00
I Hate Fairytales,94.00,94.00
Jackpot Hunter,94.00,96.00
Jane Hunter and the Mask of Montezuma,94.00,96.02
Line Busters,94.00,94.00
Mystery of the Orient,94.00,96.00
Peak Power,94.00,96.02
Piggy Power: Hit the Bonus,94.00,96.03
Pot of Fortune,94.00,96.00
Rainbow Reels,94.00,94.00
Rise of Pyramids,94.00,95.97
Safari Sun,94.00,96.03
Running Sushi,94.00,96.00
Sweetopia Royale,94.00,96.10
The 3 Bears,94.00,96.00
Totem Guardians,94.00,94.00
Vampy Party,94.00,96.00
Vegas Branded Hold & Win,94.00,94.00
Twilight Princess,94.00,96.08
Viking Forge,94.00,96.05
Wild West Duels,94.00,96.00
Wildies,94.00,96.01
Castle of Fire,93.99,96.01
Cowabunga,93.99,93.99
Hellcatraz 2,93.99,93.99
Heroic Spins,93.99,96.07
The Alter Ego,93.99,96.07
The Big Dawgs,93.99,95.97
Diamond Cascade,93.98,96.06
Lucky Fruit Spins,93.98,93.98
Piggy Bankers,93.98,96.05
Hellvis Wild,93.96,96.01
Sizzling Sevens Hold and Win,93.95,93.95
Wild Wild Riches Megaways,93.93,96.02
Ace Ventura Pet Detective,93.90,96.18
Fire Lightning,93.90,93.90
Mega Fire Blaze: 3 Wizards,93.80,95.96
Pine of Plinko,93.48,93.48
3 Crazy Tikis,93.00,93.00
3 Lucky Minecarts Hold and Win,93.00,93.00
Sherwood Coins: Hold and Win,93.00,93.00
Rainbowmania,92.30,97.98
Hot Hot Fruit,92.23,98.05
Legendary Beasts,92.18,97.86
Golden Unicorn Deluxe,92.16,98.12
Majestic Wild Buffalo,92.16,96.31
Book of Ra,92.13,92.13
Wealth Inn,92.08,97.97
Mega Fruit 20,92.02,92.02
Aztec Eclipse Hold & Win,92.00,92.00
Mystic Fortune Deluxe,92.00,98.08
Santa,92.00,92.00
ZEUS,91.95,91.95
Oink Oink Oink,91.91,95.91
Queen of the Forest,91.72,95.89
Lure of Fortune,91.39,96.10
3 Porky Banks Hold and Win,91.00,95.00
Arriba Heat Fuego Fortunes,91.00,96.24
Gods of Olympus III Megaways,91.00,91.00
Gods of Olympus IV,91.00,95.00
Lucky Cauldron,91.00,95.11
Minted Coins,91.00,95.00
Red Zone Blitz,91.00,95.00
Spin a Win,90.67,97.22
Mayan Temple Riches,90.50,90.50
Dionysus Golden Feast,90.16,96.16
Phoenix Paradise,90.11,90.11
Da Vinci's Treasure,90.04,96.53
Heart of Rio,90.02,96.50
Money Train 4,90.00,96.10
Slot Machine,90.00,90.00
Wild Wild Riches,90.00,96.77
Aztec Bonus Pot,89.90,89.90
Egypt Bonus Pot,89.27,96.17
Lobster Hotpot 2: Even Hotter,89.15,96.03
Mighty Mammoth,89.15,96.40
Golden Dragon Wealth,89.12,96.29
Wild Woof,89.11,96.01
Lobster Hotpot,89.09,96.24
Wet and Wild Beavers,89.07,96.07
Aztec Clusters,89.00,97.00
Demi Gods V,88.83,88.83
Dark Wolf,88.69,88.69
Majestic King,88.69,96.31
Baba Yaga,88.68,88.68
Mad Hit Supernova,88.33,96.30
Go High Gone Fishing,88.30,96.31
Halloween Charms,88.15,88.15
Dragoness,88.00,96.00
Wushu Punch™,88.00,95.99
Witches Tome,86.79,98.12
Fruity Mayan,86.56,98.19
Glory of Rome,86.19,97.95
Eldritch Dungeon,86.10,86.10
Zeus Deluxe,86.04,98.03
5 Sevens Hold & Win,86.00,96.10
Big Top Terror,86.00,94.00
Riches of Olympus,86.00,94.00
Shadow Summoner Elementals,86.00,96.31
Seven Seven Pots and Pearls,85.38,85.38
Mega Joker,85.28,85.28
Waikiki Hold and Win,85.13,85.13
Lady Fortune,84.20,84.20
Templar Tumble 2,82.00,94.00
Basketball,0.00,0.00
Fortune Globe Hold and Win,0.00,0.00
Goddess of Egypt,0.00,0.00
Wild Coin,0.00,0.00
