Game,Min RTP %,Max RTP %
Empty the Bank,95.48,96.48
Flaming Chillies,95.48,95.48
Release the Bison,95.48,95.48
Mice \u0026 Magic Wonder Spin,95.48,96.93
Sweet Spotz,95.48,95.48
Amazonia Spirit Hold and Win,95.47,95.47
Sun of Egypt 4 Hold and Win,95.47,95.47
Fire 88,95.47,95.47
Diamond Riches,95.47,95.47
Santa's Wonderland,95.46,96.23
Sweet Bonanza,95.45,96.51
7 Clovers of Fortune,95.44,96.47
Buffalo Power 2 Hold And Win,95.44,95.44
Spirit of Egypt Hold and Win,95.43,95.43
Mechanical Clover,95.42,95.42
The Wild Wings of Phoenix,95.40,95.40
The Chillies,95.40,95.40
Secret Book of Amun-Ra,95.40,95.40
Always Hot,95.36,95.36
Indian Spirit,95.34,95.34
Aztec Sun,95.33,95.33
Queen of Hearts Deluxe,95.31,95.31
Scarab Riches,95.30,95.30
Stampede Bonanza,95.30,95.30
Pirate Golden Age,95.29,96.49
Flame Dancer,95.29,95.29
Western Wilds Hold \u0026 Win,95.27,95.27
River Queen,95.26,95.26
God of Wealth Hold and Win,95.24,95.24
Hit the Bank Hold and Win,95.21,95.21
Great Panda,95.20,95.20
Billy Bob Boom,95.20,95.20
Let It Spin,95.20,95.20
Golden Scrolls,95.20,95.20
X-Wild,95.19,95.19
Sweet Candy Cash,95.18,95.18
Wild Spells,95.17,96.40
Blood Moon Hold \u0026 Win,95.17,95.17
Ultra Hot Deluxe,95.17,95.17
Eagle Strike Lucky Cache Hold and Win,95.16,95.16
Leprechaun Charms Hold \u0026 Win,95.14,95.14
Dolphin's Pearl Deluxe,95.13,95.13
Lucky Lady's Charm Deluxe 6,95.13,95.13
Big River Fishing,95.12,95.12
Cash Pig,95.11,95.11
Tiger's Gold,95.10,95.10
Mammoth Peak: Hold and Win,95.10,95.10
Book of Ra Deluxe Play Feature,95.10,95.10
Fortune and Finary,95.10,95.10
Book of Ra Deluxe,95.10,95.10
Tigers Gold Hold and Win,95.10,95.10
Lord of the Ocean,95.10,95.10
Gorilla,95.09,95.09
Year of the Dragon King,95.08,95.08
Eagle Power: Hold and Win,95.06,95.06
40 Mega Hotfire,95.05,95.05
Legend of Cleopatra,95.05,95.05
Santa's Great Gifts,95.04,95.04
Mammoth Gold Megaways,95.04,96.03
Buffalo Power Hold \u0026 Win,95.04,95.04
Buffalo Power Christmas,95.04,95.04
Wisdom of Athena 1000,95.03,96.00
Pepper Mania,95.02,95.02
Katana,95.02,95.02
Hot Pepper,95.02,95.02
Columbus Deluxe,95.02,95.02
777 Fruity Classic,95.01,95.01
4 Secret Pyramids,95.00,95.00
Deep Descent,95.00,95.00
Moon Sisters,95.00,95.00
Super Marble,95.00,95.00
Sun of Egypt,95.00,95.00
Scarab Temple,95.00,95.00
Buddha Fortune,95.00,95.67
Olympian Gods,95.00,95.00
Bloodaxe ,95.00,95.00
Moleionaire,95.00,95.00
Gryphon's Gold,95.00,95.00
King of Cards,95.00,95.00
Flip n' Spin,95.00,95.00
Treasure Jewels,95.00,95.00
Slingo Advance,95.00,95.00
Slingo Deal Or No Deal,95.00,95.00
Avalon: The Lost Kingdom,95.00,95.00
Slingo Fortunes,95.00,95.00
Hot Fire Fruits,95.00,95.00
Clover Fortunes,95.00,95.00
Slingo X-Scream,95.00,95.00
Slingo XXXtreme,95.00,95.00
Catch the Gold Hold and Win,94.98,94.98
Dragon Hero,94.94,94.94
Aloha King Elvis,94.92,94.92
Buffalo Riches,94.85,94.85
Temple Tumble 2,94.80,94.80
Volatile Vikings 2,94.80,94.80
Disco Zu,94.72,94.72
Great Rhino Megaways,94.69,94.69
Hot to Burn Hold and Spin,94.65,94.65
Lucky Otter,94.65,94.65
Monster Hunt,94.65,94.65
Dragon Hot Hold \u0026 Spin,94.65,96.70
Big Bass Hold \u0026 Spinner Megaways,94.62,96.70
Floating Dragon New Year Festival,94.62,96.70
Floating Dragon,94.62,96.71
Little Gem Hold and Spin,94.62,96.70
Star Pirate's Code,94.61,96.74
Dragon Prophecy,94.61,94.61
Arctic Fruits,94.60,94.60
Big Bass Halloween 2,94.60,94.60
Dragon Gold 88,94.60,94.60
Big Bass Christmas Bash,94.60,96.71
Prospector Wilds,94.60,94.60
Tic Tac Take,94.57,96.63
Rainbow Gold,94.57,96.63
Queenie,94.56,96.51
Spartan King,94.56,96.60
Sumo Supreme Megaways,94.56,96.55
Chicken Chase,94.55,96.48
Wild Celebrity Bus Megaways,94.55,96.52
Spirit of Adventure,94.55,96.60
Tiki Hut Megaways Jackpot Play,94.55,94.55
Oodles of Noodles,94.55,96.58
Angel vs Sinner,94.55,96.56
Greedy Wolf,94.54,96.48
5 Lions Megaways,94.54,96.50
Great Rhino Deluxe,94.54,96.54
Gem Elevator,94.54,96.53
Fangtastic Freespins,94.54,96.51
Wild Walker,94.53,94.53
Magic Money Maze,94.53,96.61
Wild West Gold,94.53,96.51
Dwarf \u0026 Dragon,94.53,96.59
Chicken Drop,94.53,96.50
Hot to Burn Jackpot Play,94.53,94.53
Release the Kraken Megaways,94.53,96.40
Hot to Burn - 7 Deadly Free Spins,94.53,96.54
6 Jokers,94.53,96.55
Wicked Kitty,94.53,94.53
Treasure Wild,94.52,94.52
Lucky Lightning,94.52,96.48
Fortune Hit'n Roll,94.52,96.57
Dynamite Digging Doug,94.52,96.52
Phoenix Forge,94.51,96.51
Temujin Treasures,94.51,96.55
The Hand of Midas,94.51,96.54
Himilayan Wild,94.51,96.51
Sweet Bonanza 1000,94.51,94.51
Hot to Burn Multiplier,94.51,96.51
Starlight Christmas,94.50,94.50
Towering Fortunes,94.50,96.50
Zombie Carnival,94.50,96.50
Gorilla Mayhem,94.50,96.50
Curse of the Werewolf Megaways,94.50,96.50
Congo Cash,94.50,96.51
Down the Rails,94.50,96.51
Aztec Blaze,94.50,96.50
Book of Vikings,94.50,96.50
5 Lions Dance,94.50,94.50
Smugglers Cove,94.50,96.50
Mochimon,94.50,94.50
Floating Dragon Hold \u0026 Spin Megaways,94.50,94.50
Release The Kraken 2,94.50,96.03
The Ultimate 5,94.50,96.50
Cowboys Gold,94.50,96.50
Fishin reels,94.50,96.50
Mysterious Egypt,94.50,96.50
Rock Vegas,94.50,96.64
Shield Of Sparta,94.50,94.50
Gold Rush,94.50,96.50
Street Racer,94.50,96.52
Cleocatra,94.50,96.20
Big Bass Mission Fishin',94.50,96.50
Joker's Jewels Hot,94.50,96.50
Heart of Cleopatra,94.50,94.50
Sugar Rush,94.50,96.50
Egg Rush Jackpot Play,94.50,94.50
Big Bass Bonanza,94.50,96.71
Big Bass Vegas Double Down Deluxe,94.50,96.50
Timber Stacks,94.50,96.50
Knight Hot Spotz,94.50,96.50
Barnyard Megahays Megaways,94.50,96.50
Candy Corner,94.50,96.50
Gates of Olympus 1000,94.50,96.50
Medusa`s Stone,94.50,96.46
Eye of Cleopatra,94.50,96.50
Piggy Bank Bills,94.50,94.50
Three Star Fortune,94.49,96.27
Aztec Powernudge,94.49,97.57
Diamonds of Egypt,94.49,96.49
Pirate Gold Deluxe,94.48,96.48
Mystery Mice,94.48,96.49
Beware the Deep Megaways,94.48,97.47
Rise of Giza PowerNudge,94.47,96.49
The Dog House - Muttley Crew,94.47,96.50
Chests of Cai Shen,94.47,96.47
Fruit Party 2,94.46,96.53
Super X,94.46,96.51
Forging Wilds,94.46,96.52
PayDay Express,94.46,94.55
Vampires vs Wolves,94.45,96.49
Diamonds,94.45,94.45
Wild Hop \u0026 Drop,94.44,96.46
John Hunter and Mayan Gods,94.43,94.43
Pinup Girls,94.43,96.44
Cash Elevator,94.43,94.43
Circle of Sylvan,94.41,96.38
Tropical Tiki,94.40,94.40
Jasmine Dreams,94.40,96.48
Seven Seven,94.40,94.40
Hot Joker Fruits Hold and Win,94.39,96.12
Crystal Caverns Megaways,94.38,94.38
Divine Dynasty Princess,94.36,94.36
Giga Match Sugar Skull,94.36,96.32
Coin Quest,94.36,96.12
Mad Hit Wild Alice,94.36,96.27
North Guardians,94.34,96.38
Goblin Heist Powernudge,94.34,96.47
Fire Hot 20,94.33,94.33
Fire Hot 40,94.33,94.33
John Hunter And The Quest For Bermuda Riches,94.33,94.33
Fire Hot 40 Jackpot Play,94.33,94.33
Fire Hot 20 Jackpot Play,94.33,94.33
Striking Hot 5,94.32,94.32
Fire Hot 5,94.32,94.32
Striking Hot 5 Jackpot Play,94.32,96.29
Candy Stars,94.31,96.47
Fire Hot 100,94.30,96.43
Drunken Sailors,94.30,96.14
Fire Hot 100 Jackpot Play,94.30,96.43
Go High Harvest,94.29,94.29
The Crown Reloaded Xtra Lock,94.27,94.27
Prometheus Titan of Fire,94.26,94.26
Black Bull,94.24,96.51
Luke E. Chance and the Book of Luck,94.24,96.21
Cloud Corsairs,94.24,96.34
Crown of Fire,94.21,94.21
Crown of Fire Jackpot Play,94.21,96.36
Jungle Gorilla,94.21,96.57
Gold Pigger,94.20,96.10
Jokers Invasion,94.20,94.20
Frozen Tropics,94.14,96.15
Gods of Glory,94.13,96.08
Wild Wild Bananas,94.10,96.10
Fish Eye,94.10,96.07
Emberfall,94.10,96.10
Wisdom of Athena,94.09,94.09
Rocket Blast Megaways,94.09,96.01
Power of Merlin Megaways,94.08,96.08
Muertos Multiplier Megaways,94.08,94.08
Fire Archer,94.08,96.07
Lightning Jungle,94.08,96.07
Kingdom of the Dead,94.08,96.07
The Dog House - Dog or Alive,94.08,96.08
Fire Portals,94.08,96.06
Country Farming,94.07,96.07
Heist for the Golden Nuggets,94.07,96.00
Bigger Bass Blizzard - Christmas Catch,94.07,96.08
Rabbit Garden ,94.07,96.05
Sweet Powernudge,94.07,96.08
Floating Dragon - Dragon Boat Festival,94.07,96.09
Slingo China Shores,94.07,94.07
Big Bass Bonanza - Keeping it Reel,94.07,94.07
Big Bass - Secrets of the Golden Lake,94.07,96.07
Samurai Code,94.07,96.08
The Dog House Multihold,94.06,96.06
Cyclops Smash,94.06,96.06
The Knight King,94.06,96.05
Hand of Midas 2,94.06,96.07
Sticky Bees,94.06,96.06
Candy Monsta,94.06,94.06
Tundra's Fortune,94.06,96.04
Juicy Fruits Multihold,94.06,96.04
Monster Superlanche,94.05,96.03
The Red Queen,94.05,96.06
Zeus vs Hades - Gods of War,94.05,96.07
3 Buzzing Wilds,94.05,96.03
Book of Tut Megaways,94.05,96.00
Gold Oasis,94.05,96.06
Big Bass Amazon Xtreme,94.05,94.05
Book of Golden Sands,94.05,96.46
Bow of Artemis,94.05,94.05
Coins and Cannons,94.04,96.08
Fruity Treats,94.04,96.05
Aztec Treasure Hunt,94.04,96.03
Pub Kings,94.04,96.08
Fortunes of Aztec,94.04,96.42
Starlight Princess Pachi,94.04,96.04
Nile Fortune,94.04,96.03
Sky Bounty,94.03,94.03
Candy Blitz,94.03,96.08
Gods Of Giza,94.03,94.03
Lobster Bob's Crazy Crab Shack,94.03,96.03
Ice Lobster,94.03,94.03
The Wild Gang,94.03,96.20
Ding Dong Christmas Bells,94.03,96.05
Mighty Munching Melons,94.03,96.05
Good Luck \u0026 Good Fortune,94.03,96.05
Blade and Fangs,94.03,96.05
Yeti Quest,94.03,96.06
Pirates Pub,94.02,96.03
Lamp of Infinity,94.02,96.07
Lobster Bob's Sea Food and Win It,94.02,96.04
Reel Banks,94.02,96.04
Cash Chips,94.02,94.02
8 Golden Dragon Challenge,94.02,96.02
Demon Pots,94.02,96.01
Spellbinding Mystery,94.02,96.04
Pizza! Pizza? Pizza!,94.02,94.02
Ripe Rewards,94.02,96.07
Infective Wild,94.02,94.02
Sugar Supreme Powernudge,94.02,96.09
Slingo Space Invaders,94.02,94.02
Wheel O'Gold,94.02,96.02
Fat Panda,94.01,96.07
Excalibur Unleashed,94.01,96.05
Running Sushi,94.00,96.00
Mystery of the Orient,94.00,96.00
Firebird Spirit,94.00,96.00
Peak Power,94.00,96.02
Grim the Splitter,94.00,94.00
Totem Guardians,94.00,94.00
Vampy Party,94.00,96.00
Gravity Bonanza,94.00,96.09
Twilight Princess,94.00,96.08
Rainbow reels,94.00,96.07
7 Gold Fruits,94.00,96.00
Grizzly Strike Hold and Win,94.00,96.13
Fly Cats,94.00,94.00
Davy Jones Locker,94.00,94.00
5K Gold Mine,94.00,94.00
Western Wilds Megaways,94.00,94.00
Line Busters,94.00,94.00
Sweetopia Royale,94.00,96.10
Farming Frenzy,94.00,96.35
Fire Stampede,94.00,96.00
Piggy Power: Hit The Bonus,94.00,96.03
5 Doggy Millionaires,94.00,96.03
Vegas Branded Hold and Win,94.00,94.00
Feather Fury,94.00,96.10
9k Kong in Vegas,94.00,96.01
Buffalo King Untamed Megaways,94.00,96.02
Caravan Of Riches,94.00,96.03
Viking Forge,94.00,96.05
Four Lucky Diamonds,94.00,94.00
5 Doggy Dollars,94.00,96.00
Chase for Glory,94.00,96.00
Wild West Duels,94.00,96.00
Rise of Pyramids,94.00,95.97
Arriba Heat Salsa Wilds,94.00,94.00
Wildies,94.00,96.01
Crank it Up,94.00,96.03
Elvis Frog in Vegas,94.00,96.00
4 Fantastic Lobsters,94.00,94.00
Ancient Tumble,94.00,96.10
4 Fantastic Fish,94.00,96.00
Jackpot Hunter,94.00,96.00
Hercules Unleashed,94.00,94.00
I Hate Fairytales,94.00,94.00
Heroic Spins,93.99,96.07
Hellcatraz II,93.99,93.99
The Big Dawgs,93.99,95.97
Castle of Fire,93.99,96.01
Cowabunga,93.99,93.99
Lucky Fruit Spins,93.98,93.98
Diamond Cascade,93.98,96.06
Piggy Bankers,93.98,96.05
Lucky Fruit Spins,93.98,93.98
Forge Of Olympus,93.96,96.25
Hellvis Wild,93.96,96.01
Wild Samba,93.96,93.96
Scopa!,93.96,93.96
Sizzling Sevens Hold and Win,93.95,93.95
Wild Wild Riches Megaways,93.93,96.02
Fire Lightning,93.90,93.90
Pine of Plinko,93.48,93.48
3 Porky Banks Hold \u0026 Win,93.10,93.45
Solar Nova Hold and Win,93.00,95.27
3 Crazy Tikis,93.00,93.00
Sherwood Coins,93.00,93.00
3 Lucky Minecarts Hold and Win,93.00,93.00
Lucky Larry’s Lobstermania,92.84,92.84
New Year's Bash,92.23,92.23
Hot Hot Fruit,92.23,98.05
Pharaoh's Gold II,92.19,92.19
Legendary Beasts,92.18,97.86
Golden Unicorn Deluxe,92.16,98.12
Book of Ra,92.13,92.13
Wealth Inn,92.08,97.97
Santa,92.00,92.00
Mystic Fortune Deluxe,92.00,98.08
Aztec Eclipse Hold \u0026 Win,92.00,92.00
ZEUS,91.95,91.95
Halloween Horrors Megaways,91.50,96.13
Lure of Fortune,91.39,96.10
8 Treasures: Luck of the Dragon,91.30,95.10
Mad Cabs,91.00,95.06
Red Zone Blitz,91.00,95.00
Arriba Heat: Fuego Fortunes,91.00,96.24
Minted Coins,91.00,95.00
Prospector Wild Megaways,91.00,96.00
Lucky Cauldron,91.00,95.11
Gods of Olympus III Megaways,91.00,91.00
Apex Strike Megaways,91.00,96.00
Prospector Wilds Megaways,91.00,96.20
Prospector Wilds: Gold Digga,91.00,96.30
Gods of Olympus IV,91.00,95.00
Depths of Fortune,90.53,96.01
GemPOPS Xpops Popscade,90.50,96.01
Million Dollar Heist Xtreme,90.10,90.10
Sizzling Hot Deluxe,90.02,95.66
Heart of Rio,90.02,96.50
Wild Wild Riches,90.00,96.77
Wild Yield,90.00,96.12
Mystic Spells,90.00,96.01
Money Train 4,90.00,96.10
Egypt Bonus Pot,89.27,96.17
Expanding Joker,89.24,89.24
Mighty Mammoth,89.15,96.40
Lobster Hotpot 2 Even Hotter,89.15,96.03
Golden Dragon Wealth,89.12,96.29
Wild Woof,89.11,96.01
Wet and Wild Beavers,89.07,96.07
Aztec Clusters,89.00,97.00
Baba Yaga,88.68,88.68
Mad Hit Supernova,88.33,96.30
Go High Gone Fishing,88.30,96.31
Megaways Jack and the Magic Beans,88.05,96.14
Finnegan's Banditos,88.00,96.75
Eagle Strike Hold and Win,88.00,96.12
Stampeding Strike,88.00,95.00
Rainin Money,88.00,96.13
1 Million Fortunes Megaways,88.00,96.20
Dragoness,88.00,96.00
Fruity Megaways 88,88.00,96.06
Thor's Strike,87.06,94.08
Witches Tome,86.79,98.12
Fruity Mayan,86.56,98.19
Jump! 2,86.13,98.03
Zeus Deluxe,86.04,98.03
Big Top Terror,86.00,94.00
5 Sevens Hold \u0026 Win,86.00,96.10
Shadow Summoner Elementals,86.00,96.31
Golden Taj Mahal,85.94,85.94
Haunted Harbor,85.86,85.86
Egypt King Obelisk Quest,85.54,96.07
Seven Seven Pots and Pearls,85.38,85.38
Mega Joker,85.28,85.28
Waikiki Hold and Win,85.13,85.13
Lady Fortune,84.20,84.20
Templar Tumble 2,82.00,94.00
Goddess of Egypt,0.00,0.00
Fortune Globe,0.00,0.00
Basketball,0.00,0.00
Hot \u0026 Heavy,0.00,0.00
Jackass Gold Hold \u0026 Win,0.00,0.00
Game Show Party Jackpot Play,0.00,0.00
Book of Flames Hold \u0026 Win,0.00,0.00
The Champions,0.00,0.00
The Great Vegas Heist,0.00,0.00
MonkeyPop,0.00,0.00
Wins of Winter,0.00,0.00
